,date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,Week,Day,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed,is_event_day
422,2012-03-26,11209,1,2,2,1,d_423,0,0,0,0,0,0,0,12,25,86,False,False,False,False,False,False,1332720000,False
423,2012-03-27,11209,5,3,2,1,d_424,0,0,0,0,0,0,0,12,26,87,False,False,False,False,False,False,1332806400,False
424,2012-03-28,11209,6,4,2,1,d_425,0,0,0,0,0,0,0,12,27,88,False,False,False,False,False,False,1332892800,False
425,2012-03-29,11209,4,5,2,1,d_426,0,0,0,0,0,0,0,12,28,89,False,False,False,False,False,False,1332979200,False
426,2012-03-30,11209,0,6,2,1,d_427,0,0,0,0,0,0,0,12,29,90,False,False,False,False,False,False,1333065600,False
427,2012-03-31,11210,2,0,2,1,d_428,0,0,0,0,0,0,0,12,30,91,True,False,True,False,False,False,1333152000,False
428,2012-04-01,11210,3,1,3,1,d_429,0,0,0,0,1,1,0,12,0,92,False,True,False,True,False,False,1333238400,False
429,2012-04-02,11210,1,2,3,1,d_430,0,0,0,0,1,0,1,13,1,93,False,False,False,False,False,False,1333324800,False
430,2012-04-03,11210,5,3,3,1,d_431,0,0,0,0,1,1,1,13,2,94,False,False,False,False,False,False,1333411200,False
431,2012-04-04,11210,6,4,3,1,d_432,0,0,0,0,1,0,0,13,3,95,False,False,False,False,False,False,1333497600,False
432,2012-04-05,11210,4,5,3,1,d_433,0,0,0,0,1,1,1,13,4,96,False,False,False,False,False,False,1333584000,False
433,2012-04-06,11210,0,6,3,1,d_434,0,0,0,0,1,1,1,13,5,97,False,False,False,False,False,False,1333670400,False
434,2012-04-07,11211,2,0,3,1,d_435,0,0,0,0,1,1,0,13,6,98,False,False,False,False,False,False,1333756800,False
435,2012-04-08,11211,3,1,3,1,d_436,5,1,0,0,1,0,1,13,7,99,False,False,False,False,False,False,1333843200,False
436,2012-04-09,11211,1,2,3,1,d_437,0,0,0,0,1,1,1,14,8,100,False,False,False,False,False,False,1333929600,False
437,2012-04-10,11211,5,3,3,1,d_438,0,0,0,0,1,0,0,14,9,101,False,False,False,False,False,False,1334016000,False
438,2012-04-11,11211,6,4,3,1,d_439,0,0,0,0,0,1,1,14,10,102,False,False,False,False,False,False,1334102400,False
439,2012-04-12,11211,4,5,3,1,d_440,0,0,0,0,0,1,1,14,11,103,False,False,False,False,False,False,1334188800,False
440,2012-04-13,11211,0,6,3,1,d_441,0,0,0,0,0,1,0,14,12,104,False,False,False,False,False,False,1334275200,False
441,2012-04-14,11212,2,0,3,1,d_442,22,3,0,0,0,0,1,14,13,105,False,False,False,False,False,False,1334361600,False
442,2012-04-15,11212,3,1,3,1,d_443,21,3,0,0,0,1,1,14,14,106,False,False,False,False,False,False,1334448000,False
443,2012-04-16,11212,1,2,3,1,d_444,0,0,0,0,0,0,0,15,15,107,False,False,False,False,False,False,1334534400,False
444,2012-04-17,11212,5,3,3,1,d_445,0,0,0,0,0,0,0,15,16,108,False,False,False,False,False,False,1334620800,False
445,2012-04-18,11212,6,4,3,1,d_446,0,0,0,0,0,0,0,15,17,109,False,False,False,False,False,False,1334707200,False
446,2012-04-19,11212,4,5,3,1,d_447,0,0,0,0,0,0,0,15,18,110,False,False,False,False,False,False,1334793600,False
447,2012-04-20,11212,0,6,3,1,d_448,0,0,0,0,0,0,0,15,19,111,False,False,False,False,False,False,1334880000,False
448,2012-04-21,11213,2,0,3,1,d_449,0,0,0,0,0,0,0,15,20,112,False,False,False,False,False,False,1334966400,False
449,2012-04-22,11213,3,1,3,1,d_450,0,0,0,0,0,0,0,15,21,113,False,False,False,False,False,False,1335052800,False
450,2012-04-23,11213,1,2,3,1,d_451,0,0,0,0,0,0,0,16,22,114,False,False,False,False,False,False,1335139200,False
451,2012-04-24,11213,5,3,3,1,d_452,0,0,0,0,0,0,0,16,23,115,False,False,False,False,False,False,1335225600,False
452,2012-04-25,11213,6,4,3,1,d_453,0,0,0,0,0,0,0,16,24,116,False,False,False,False,False,False,1335312000,False
453,2012-04-26,11213,4,5,3,1,d_454,0,0,0,0,0,0,0,16,25,117,False,False,False,False,False,False,1335398400,False
454,2012-04-27,11213,0,6,3,1,d_455,0,0,0,0,0,0,0,16,26,118,False,False,False,False,False,False,1335484800,False
455,2012-04-28,11214,2,0,3,1,d_456,0,0,0,0,0,0,0,16,27,119,False,False,False,False,False,False,1335571200,False
456,2012-04-29,11214,3,1,3,1,d_457,0,0,0,0,0,0,0,16,28,120,False,False,False,False,False,False,1335657600,False
457,2012-04-30,11214,1,2,3,1,d_458,0,0,0,0,0,0,0,17,29,121,True,False,False,False,False,False,1335744000,False
458,2012-05-01,11214,5,3,4,1,d_459,0,0,0,0,1,1,0,17,0,122,False,True,False,False,False,False,1335830400,False
459,2012-05-02,11214,6,4,4,1,d_460,0,0,0,0,1,0,1,17,1,123,False,False,False,False,False,False,1335916800,False
460,2012-05-03,11214,4,5,4,1,d_461,0,0,0,0,1,1,1,17,2,124,False,False,False,False,False,False,1336003200,False
461,2012-05-04,11214,0,6,4,1,d_462,0,0,0,0,1,0,0,17,3,125,False,False,False,False,False,False,1336089600,False
462,2012-05-05,11215,2,0,4,1,d_463,3,1,0,0,1,1,1,17,4,126,False,False,False,False,False,False,1336176000,False
463,2012-05-06,11215,3,1,4,1,d_464,0,0,0,0,1,1,1,17,5,127,False,False,False,False,False,False,1336262400,False
464,2012-05-07,11215,1,2,4,1,d_465,0,0,0,0,1,1,0,18,6,128,False,False,False,False,False,False,1336348800,False
465,2012-05-08,11215,5,3,4,1,d_466,0,0,0,0,1,0,1,18,7,129,False,False,False,False,False,False,1336435200,False
466,2012-05-09,11215,6,4,4,1,d_467,0,0,0,0,1,1,1,18,8,130,False,False,False,False,False,False,1336521600,False
467,2012-05-10,11215,4,5,4,1,d_468,0,0,0,0,1,0,0,18,9,131,False,False,False,False,False,False,1336608000,False
468,2012-05-11,11215,0,6,4,1,d_469,0,0,0,0,0,1,1,18,10,132,False,False,False,False,False,False,1336694400,False
469,2012-05-12,11216,2,0,4,1,d_470,0,0,0,0,0,1,1,18,11,133,False,False,False,False,False,False,1336780800,False
470,2012-05-13,11216,3,1,4,1,d_471,16,1,0,0,0,1,0,18,12,134,False,False,False,False,False,False,1336867200,False
471,2012-05-14,11216,1,2,4,1,d_472,0,0,0,0,0,0,1,19,13,135,False,False,False,False,False,False,1336953600,False
472,2012-05-15,11216,5,3,4,1,d_473,0,0,0,0,0,1,1,19,14,136,False,False,False,False,False,False,1337040000,False
473,2012-05-16,11216,6,4,4,1,d_474,0,0,0,0,0,0,0,19,15,137,False,False,False,False,False,False,1337126400,False
474,2012-05-17,11216,4,5,4,1,d_475,0,0,0,0,0,0,0,19,16,138,False,False,False,False,False,False,1337212800,False
475,2012-05-18,11216,0,6,4,1,d_476,0,0,0,0,0,0,0,19,17,139,False,False,False,False,False,False,1337299200,False
476,2012-05-19,11217,2,0,4,1,d_477,0,0,0,0,0,0,0,19,18,140,False,False,False,False,False,False,1337385600,False
477,2012-05-20,11217,3,1,4,1,d_478,0,0,0,0,0,0,0,19,19,141,False,False,False,False,False,False,1337472000,False
478,2012-05-21,11217,1,2,4,1,d_479,0,0,0,0,0,0,0,20,20,142,False,False,False,False,False,False,1337558400,False
479,2012-05-22,11217,5,3,4,1,d_480,0,0,0,0,0,0,0,20,21,143,False,False,False,False,False,False,1337644800,False
480,2012-05-23,11217,6,4,4,1,d_481,0,0,0,0,0,0,0,20,22,144,False,False,False,False,False,False,1337731200,False
481,2012-05-24,11217,4,5,4,1,d_482,0,0,0,0,0,0,0,20,23,145,False,False,False,False,False,False,1337817600,False
482,2012-05-25,11217,0,6,4,1,d_483,0,0,0,0,0,0,0,20,24,146,False,False,False,False,False,False,1337904000,False
483,2012-05-26,11218,2,0,4,1,d_484,0,0,0,0,0,0,0,20,25,147,False,False,False,False,False,False,1337990400,False
484,2012-05-27,11218,3,1,4,1,d_485,0,0,0,0,0,0,0,20,26,148,False,False,False,False,False,False,1338076800,False
485,2012-05-28,11218,1,2,4,1,d_486,15,2,0,0,0,0,0,21,27,149,False,False,False,False,False,False,1338163200,False
486,2012-05-29,11218,5,3,4,1,d_487,0,0,0,0,0,0,0,21,28,150,False,False,False,False,False,False,1338249600,False
487,2012-05-30,11218,6,4,4,1,d_488,0,0,0,0,0,0,0,21,29,151,False,False,False,False,False,False,1338336000,False
488,2012-05-31,11218,4,5,4,1,d_489,0,0,0,0,0,0,0,21,30,152,True,False,False,False,False,False,1338422400,False
489,2012-06-01,11218,0,6,5,1,d_490,0,0,0,0,1,1,0,21,0,153,False,True,False,False,False,False,1338508800,False
490,2012-06-02,11219,2,0,5,1,d_491,0,0,0,0,1,0,1,21,1,154,False,False,False,False,False,False,1338595200,False
491,2012-06-03,11219,3,1,5,1,d_492,0,0,0,0,1,1,1,21,2,155,False,False,False,False,False,False,1338681600,False
492,2012-06-04,11219,1,2,5,1,d_493,0,0,0,0,1,0,0,22,3,156,False,False,False,False,False,False,1338768000,False
493,2012-06-05,11219,5,3,5,1,d_494,0,0,0,0,1,1,1,22,4,157,False,False,False,False,False,False,1338854400,False
494,2012-06-06,11219,6,4,5,1,d_495,0,0,0,0,1,1,1,22,5,158,False,False,False,False,False,False,1338940800,False
495,2012-06-07,11219,4,5,5,1,d_496,0,0,0,0,1,1,0,22,6,159,False,False,False,False,False,False,1339027200,False
496,2012-06-08,11219,0,6,5,1,d_497,0,0,0,0,1,0,1,22,7,160,False,False,False,False,False,False,1339113600,False
497,2012-06-09,11220,2,0,5,1,d_498,0,0,0,0,1,1,1,22,8,161,False,False,False,False,False,False,1339200000,False
498,2012-06-10,11220,3,1,5,1,d_499,0,0,0,0,1,0,0,22,9,162,False,False,False,False,False,False,1339286400,False
499,2012-06-11,11220,1,2,5,1,d_500,0,0,0,0,0,1,1,23,10,163,False,False,False,False,False,False,1339372800,False
500,2012-06-12,11220,5,3,5,1,d_501,18,4,0,0,0,1,1,23,11,164,False,False,False,False,False,False,1339459200,False
501,2012-06-13,11220,6,4,5,1,d_502,0,0,0,0,0,1,0,23,12,165,False,False,False,False,False,False,1339545600,False
502,2012-06-14,11220,4,5,5,1,d_503,0,0,0,0,0,0,1,23,13,166,False,False,False,False,False,False,1339632000,False
503,2012-06-15,11220,0,6,5,1,d_504,0,0,0,0,0,1,1,23,14,167,False,False,False,False,False,False,1339718400,False
504,2012-06-16,11221,2,0,5,1,d_505,0,0,0,0,0,0,0,23,15,168,False,False,False,False,False,False,1339804800,False
505,2012-06-17,11221,3,1,5,1,d_506,8,1,0,0,0,0,0,23,16,169,False,False,False,False,False,False,1339891200,False
506,2012-06-18,11221,1,2,5,1,d_507,0,0,0,0,0,0,0,24,17,170,False,False,False,False,False,False,1339977600,False
507,2012-06-19,11221,5,3,5,1,d_508,0,0,0,0,0,0,0,24,18,171,False,False,False,False,False,False,1340064000,False
508,2012-06-20,11221,6,4,5,1,d_509,0,0,0,0,0,0,0,24,19,172,False,False,False,False,False,False,1340150400,False
509,2012-06-21,11221,4,5,5,1,d_510,17,4,0,0,0,0,0,24,20,173,False,False,False,False,False,False,1340236800,False
510,2012-06-22,11221,0,6,5,1,d_511,0,0,0,0,0,0,0,24,21,174,False,False,False,False,False,False,1340323200,False
511,2012-06-23,11222,2,0,5,1,d_512,0,0,0,0,0,0,0,24,22,175,False,False,False,False,False,False,1340409600,False
512,2012-06-24,11222,3,1,5,1,d_513,0,0,0,0,0,0,0,24,23,176,False,False,False,False,False,False,1340496000,False
513,2012-06-25,11222,1,2,5,1,d_514,0,0,0,0,0,0,0,25,24,177,False,False,False,False,False,False,1340582400,False
514,2012-06-26,11222,5,3,5,1,d_515,0,0,0,0,0,0,0,25,25,178,False,False,False,False,False,False,1340668800,False
515,2012-06-27,11222,6,4,5,1,d_516,0,0,0,0,0,0,0,25,26,179,False,False,False,False,False,False,1340755200,False
516,2012-06-28,11222,4,5,5,1,d_517,0,0,0,0,0,0,0,25,27,180,False,False,False,False,False,False,1340841600,False
517,2012-06-29,11222,0,6,5,1,d_518,0,0,0,0,0,0,0,25,28,181,False,False,False,False,False,False,1340928000,False
518,2012-06-30,11223,2,0,5,1,d_519,0,0,0,0,0,0,0,25,29,182,True,False,True,False,False,False,1341014400,False
519,2012-07-01,11223,3,1,6,1,d_520,0,0,0,0,1,1,0,25,0,183,False,True,False,True,False,False,1341100800,False
520,2012-07-02,11223,1,2,6,1,d_521,0,0,0,0,1,0,1,26,1,184,False,False,False,False,False,False,1341187200,False
521,2012-07-03,11223,5,3,6,1,d_522,0,0,0,0,1,1,1,26,2,185,False,False,False,False,False,False,1341273600,False
522,2012-07-04,11223,6,4,6,1,d_523,10,2,0,0,1,0,0,26,3,186,False,False,False,False,False,False,1341360000,False
523,2012-07-05,11223,4,5,6,1,d_524,0,0,0,0,1,1,1,26,4,187,False,False,False,False,False,False,1341446400,False
524,2012-07-06,11223,0,6,6,1,d_525,0,0,0,0,1,1,1,26,5,188,False,False,False,False,False,False,1341532800,False
525,2012-07-07,11224,2,0,6,1,d_526,0,0,0,0,1,1,0,26,6,189,False,False,False,False,False,False,1341619200,False
526,2012-07-08,11224,3,1,6,1,d_527,0,0,0,0,1,0,1,26,7,190,False,False,False,False,False,False,1341705600,False
527,2012-07-09,11224,1,2,6,1,d_528,0,0,0,0,1,1,1,27,8,191,False,False,False,False,False,False,1341792000,False
528,2012-07-10,11224,5,3,6,1,d_529,0,0,0,0,1,0,0,27,9,192,False,False,False,False,False,False,1341878400,False
529,2012-07-11,11224,6,4,6,1,d_530,0,0,0,0,0,1,1,27,10,193,False,False,False,False,False,False,1341964800,False
530,2012-07-12,11224,4,5,6,1,d_531,0,0,0,0,0,1,1,27,11,194,False,False,False,False,False,False,1342051200,False
531,2012-07-13,11224,0,6,6,1,d_532,0,0,0,0,0,1,0,27,12,195,False,False,False,False,False,False,1342137600,False
532,2012-07-14,11225,2,0,6,1,d_533,0,0,0,0,0,0,1,27,13,196,False,False,False,False,False,False,1342224000,False
533,2012-07-15,11225,3,1,6,1,d_534,0,0,0,0,0,1,1,27,14,197,False,False,False,False,False,False,1342310400,False
534,2012-07-16,11225,1,2,6,1,d_535,0,0,0,0,0,0,0,28,15,198,False,False,False,False,False,False,1342396800,False
535,2012-07-17,11225,5,3,6,1,d_536,0,0,0,0,0,0,0,28,16,199,False,False,False,False,False,False,1342483200,False
536,2012-07-18,11225,6,4,6,1,d_537,0,0,0,0,0,0,0,28,17,200,False,False,False,False,False,False,1342569600,False
537,2012-07-19,11225,4,5,6,1,d_538,0,0,0,0,0,0,0,28,18,201,False,False,False,False,False,False,1342656000,False
538,2012-07-20,11225,0,6,6,1,d_539,25,3,0,0,0,0,0,28,19,202,False,False,False,False,False,False,1342742400,False
539,2012-07-21,11226,2,0,6,1,d_540,0,0,0,0,0,0,0,28,20,203,False,False,False,False,False,False,1342828800,False
540,2012-07-22,11226,3,1,6,1,d_541,0,0,0,0,0,0,0,28,21,204,False,False,False,False,False,False,1342915200,False
541,2012-07-23,11226,1,2,6,1,d_542,0,0,0,0,0,0,0,29,22,205,False,False,False,False,False,False,1343001600,False
542,2012-07-24,11226,5,3,6,1,d_543,0,0,0,0,0,0,0,29,23,206,False,False,False,False,False,False,1343088000,False
543,2012-07-25,11226,6,4,6,1,d_544,0,0,0,0,0,0,0,29,24,207,False,False,False,False,False,False,1343174400,False
544,2012-07-26,11226,4,5,6,1,d_545,0,0,0,0,0,0,0,29,25,208,False,False,False,False,False,False,1343260800,False
545,2012-07-27,11226,0,6,6,1,d_546,0,0,0,0,0,0,0,29,26,209,False,False,False,False,False,False,1343347200,False
546,2012-07-28,11227,2,0,6,1,d_547,0,0,0,0,0,0,0,29,27,210,False,False,False,False,False,False,1343433600,False
547,2012-07-29,11227,3,1,6,1,d_548,0,0,0,0,0,0,0,29,28,211,False,False,False,False,False,False,1343520000,False
548,2012-07-30,11227,1,2,6,1,d_549,0,0,0,0,0,0,0,30,29,212,False,False,False,False,False,False,1343606400,False
549,2012-07-31,11227,5,3,6,1,d_550,0,0,0,0,0,0,0,30,30,213,True,False,False,False,False,False,1343692800,False
550,2012-08-01,11227,6,4,7,1,d_551,0,0,0,0,1,1,0,30,0,214,False,True,False,False,False,False,1343779200,False
551,2012-08-02,11227,4,5,7,1,d_552,0,0,0,0,1,0,1,30,1,215,False,False,False,False,False,False,1343865600,False
552,2012-08-03,11227,0,6,7,1,d_553,0,0,0,0,1,1,1,30,2,216,False,False,False,False,False,False,1343952000,False
553,2012-08-04,11228,2,0,7,1,d_554,0,0,0,0,1,0,0,30,3,217,False,False,False,False,False,False,1344038400,False
554,2012-08-05,11228,3,1,7,1,d_555,0,0,0,0,1,1,1,30,4,218,False,False,False,False,False,False,1344124800,False
555,2012-08-06,11228,1,2,7,1,d_556,0,0,0,0,1,1,1,31,5,219,False,False,False,False,False,False,1344211200,False
556,2012-08-07,11228,5,3,7,1,d_557,0,0,0,0,1,1,0,31,6,220,False,False,False,False,False,False,1344297600,False
557,2012-08-08,11228,6,4,7,1,d_558,0,0,0,0,1,0,1,31,7,221,False,False,False,False,False,False,1344384000,False
558,2012-08-09,11228,4,5,7,1,d_559,0,0,0,0,1,1,1,31,8,222,False,False,False,False,False,False,1344470400,False
559,2012-08-10,11228,0,6,7,1,d_560,0,0,0,0,1,0,0,31,9,223,False,False,False,False,False,False,1344556800,False
560,2012-08-11,11229,2,0,7,1,d_561,0,0,0,0,0,1,1,31,10,224,False,False,False,False,False,False,1344643200,False
561,2012-08-12,11229,3,1,7,1,d_562,0,0,0,0,0,1,1,31,11,225,False,False,False,False,False,False,1344729600,False
562,2012-08-13,11229,1,2,7,1,d_563,0,0,0,0,0,1,0,32,12,226,False,False,False,False,False,False,1344816000,False
563,2012-08-14,11229,5,3,7,1,d_564,0,0,0,0,0,0,1,32,13,227,False,False,False,False,False,False,1344902400,False
564,2012-08-15,11229,6,4,7,1,d_565,0,0,0,0,0,1,1,32,14,228,False,False,False,False,False,False,1344988800,False
565,2012-08-16,11229,4,5,7,1,d_566,0,0,0,0,0,0,0,32,15,229,False,False,False,False,False,False,1345075200,False
566,2012-08-17,11229,0,6,7,1,d_567,0,0,0,0,0,0,0,32,16,230,False,False,False,False,False,False,1345161600,False
567,2012-08-18,11230,2,0,7,1,d_568,0,0,0,0,0,0,0,32,17,231,False,False,False,False,False,False,1345248000,False
568,2012-08-19,11230,3,1,7,1,d_569,6,3,0,0,0,0,0,32,18,232,False,False,False,False,False,False,1345334400,False
569,2012-08-20,11230,1,2,7,1,d_570,0,0,0,0,0,0,0,33,19,233,False,False,False,False,False,False,1345420800,False
570,2012-08-21,11230,5,3,7,1,d_571,0,0,0,0,0,0,0,33,20,234,False,False,False,False,False,False,1345507200,False
571,2012-08-22,11230,6,4,7,1,d_572,0,0,0,0,0,0,0,33,21,235,False,False,False,False,False,False,1345593600,False
572,2012-08-23,11230,4,5,7,1,d_573,0,0,0,0,0,0,0,33,22,236,False,False,False,False,False,False,1345680000,False
573,2012-08-24,11230,0,6,7,1,d_574,0,0,0,0,0,0,0,33,23,237,False,False,False,False,False,False,1345766400,False
574,2012-08-25,11231,2,0,7,1,d_575,0,0,0,0,0,0,0,33,24,238,False,False,False,False,False,False,1345852800,False
575,2012-08-26,11231,3,1,7,1,d_576,0,0,0,0,0,0,0,33,25,239,False,False,False,False,False,False,1345939200,False
576,2012-08-27,11231,1,2,7,1,d_577,0,0,0,0,0,0,0,34,26,240,False,False,False,False,False,False,1346025600,False
577,2012-08-28,11231,5,3,7,1,d_578,0,0,0,0,0,0,0,34,27,241,False,False,False,False,False,False,1346112000,False
578,2012-08-29,11231,6,4,7,1,d_579,0,0,0,0,0,0,0,34,28,242,False,False,False,False,False,False,1346198400,False
579,2012-08-30,11231,4,5,7,1,d_580,0,0,0,0,0,0,0,34,29,243,False,False,False,False,False,False,1346284800,False
580,2012-08-31,11231,0,6,7,1,d_581,0,0,0,0,0,0,0,34,30,244,True,False,False,False,False,False,1346371200,False
581,2012-09-01,11232,2,0,8,1,d_582,0,0,0,0,1,1,0,34,0,245,False,True,False,False,False,False,1346457600,False
582,2012-09-02,11232,3,1,8,1,d_583,0,0,0,0,1,0,1,34,1,246,False,False,False,False,False,False,1346544000,False
583,2012-09-03,11232,1,2,8,1,d_584,11,2,0,0,1,1,1,35,2,247,False,False,False,False,False,False,1346630400,False
584,2012-09-04,11232,5,3,8,1,d_585,0,0,0,0,1,0,0,35,3,248,False,False,False,False,False,False,1346716800,False
585,2012-09-05,11232,6,4,8,1,d_586,0,0,0,0,1,1,1,35,4,249,False,False,False,False,False,False,1346803200,False
586,2012-09-06,11232,4,5,8,1,d_587,0,0,0,0,1,1,1,35,5,250,False,False,False,False,False,False,1346889600,False
587,2012-09-07,11232,0,6,8,1,d_588,0,0,0,0,1,1,0,35,6,251,False,False,False,False,False,False,1346976000,False
588,2012-09-08,11233,2,0,8,1,d_589,0,0,0,0,1,0,1,35,7,252,False,False,False,False,False,False,1347062400,False
589,2012-09-09,11233,3,1,8,1,d_590,0,0,0,0,1,1,1,35,8,253,False,False,False,False,False,False,1347148800,False
590,2012-09-10,11233,1,2,8,1,d_591,0,0,0,0,1,0,0,36,9,254,False,False,False,False,False,False,1347235200,False
591,2012-09-11,11233,5,3,8,1,d_592,0,0,0,0,0,1,1,36,10,255,False,False,False,False,False,False,1347321600,False
592,2012-09-12,11233,6,4,8,1,d_593,0,0,0,0,0,1,1,36,11,256,False,False,False,False,False,False,1347408000,False
593,2012-09-13,11233,4,5,8,1,d_594,0,0,0,0,0,1,0,36,12,257,False,False,False,False,False,False,1347494400,False
594,2012-09-14,11233,0,6,8,1,d_595,0,0,0,0,0,0,1,36,13,258,False,False,False,False,False,False,1347580800,False
595,2012-09-15,11234,2,0,8,1,d_596,0,0,0,0,0,1,1,36,14,259,False,False,False,False,False,False,1347667200,False
596,2012-09-16,11234,3,1,8,1,d_597,0,0,0,0,0,0,0,36,15,260,False,False,False,False,False,False,1347753600,False
597,2012-09-17,11234,1,2,8,1,d_598,0,0,0,0,0,0,0,37,16,261,False,False,False,False,False,False,1347840000,False
598,2012-09-18,11234,5,3,8,1,d_599,0,0,0,0,0,0,0,37,17,262,False,False,False,False,False,False,1347926400,False
599,2012-09-19,11234,6,4,8,1,d_600,0,0,0,0,0,0,0,37,18,263,False,False,False,False,False,False,1348012800,False
600,2012-09-20,11234,4,5,8,1,d_601,0,0,0,0,0,0,0,37,19,264,False,False,False,False,False,False,1348099200,False
601,2012-09-21,11234,0,6,8,1,d_602,0,0,0,0,0,0,0,37,20,265,False,False,False,False,False,False,1348185600,False
602,2012-09-22,11235,2,0,8,1,d_603,0,0,0,0,0,0,0,37,21,266,False,False,False,False,False,False,1348272000,False
603,2012-09-23,11235,3,1,8,1,d_604,0,0,0,0,0,0,0,37,22,267,False,False,False,False,False,False,1348358400,False
604,2012-09-24,11235,1,2,8,1,d_605,0,0,0,0,0,0,0,38,23,268,False,False,False,False,False,False,1348444800,False
605,2012-09-25,11235,5,3,8,1,d_606,0,0,0,0,0,0,0,38,24,269,False,False,False,False,False,False,1348531200,False
606,2012-09-26,11235,6,4,8,1,d_607,0,0,0,0,0,0,0,38,25,270,False,False,False,False,False,False,1348617600,False
607,2012-09-27,11235,4,5,8,1,d_608,0,0,0,0,0,0,0,38,26,271,False,False,False,False,False,False,1348704000,False
608,2012-09-28,11235,0,6,8,1,d_609,0,0,0,0,0,0,0,38,27,272,False,False,False,False,False,False,1348790400,False
609,2012-09-29,11236,2,0,8,1,d_610,0,0,0,0,0,0,0,38,28,273,False,False,False,False,False,False,1348876800,False
610,2012-09-30,11236,3,1,8,1,d_611,0,0,0,0,0,0,0,38,29,274,True,False,True,False,False,False,1348963200,False
611,2012-10-01,11236,1,2,9,1,d_612,0,0,0,0,1,1,0,39,0,275,False,True,False,True,False,False,1349049600,False
612,2012-10-02,11236,5,3,9,1,d_613,0,0,0,0,1,0,1,39,1,276,False,False,False,False,False,False,1349136000,False
613,2012-10-03,11236,6,4,9,1,d_614,0,0,0,0,1,1,1,39,2,277,False,False,False,False,False,False,1349222400,False
614,2012-10-04,11236,4,5,9,1,d_615,0,0,0,0,1,0,0,39,3,278,False,False,False,False,False,False,1349308800,False
615,2012-10-05,11236,0,6,9,1,d_616,0,0,0,0,1,1,1,39,4,279,False,False,False,False,False,False,1349395200,False
616,2012-10-06,11237,2,0,9,1,d_617,0,0,0,0,1,1,1,39,5,280,False,False,False,False,False,False,1349481600,False
617,2012-10-07,11237,3,1,9,1,d_618,0,0,0,0,1,1,0,39,6,281,False,False,False,False,False,False,1349568000,False
618,2012-10-08,11237,1,2,9,1,d_619,4,2,0,0,1,0,1,40,7,282,False,False,False,False,False,False,1349654400,False
619,2012-10-09,11237,5,3,9,1,d_620,0,0,0,0,1,1,1,40,8,283,False,False,False,False,False,False,1349740800,False
620,2012-10-10,11237,6,4,9,1,d_621,0,0,0,0,1,0,0,40,9,284,False,False,False,False,False,False,1349827200,False
621,2012-10-11,11237,4,5,9,1,d_622,0,0,0,0,0,1,1,40,10,285,False,False,False,False,False,False,1349913600,False
622,2012-10-12,11237,0,6,9,1,d_623,0,0,0,0,0,1,1,40,11,286,False,False,False,False,False,False,1350000000,False
623,2012-10-13,11238,2,0,9,1,d_624,0,0,0,0,0,1,0,40,12,287,False,False,False,False,False,False,1350086400,False
624,2012-10-14,11238,3,1,9,1,d_625,0,0,0,0,0,0,1,40,13,288,False,False,False,False,False,False,1350172800,False
625,2012-10-15,11238,1,2,9,1,d_626,0,0,0,0,0,1,1,41,14,289,False,False,False,False,False,False,1350259200,False
626,2012-10-16,11238,5,3,9,1,d_627,0,0,0,0,0,0,0,41,15,290,False,False,False,False,False,False,1350345600,False
627,2012-10-17,11238,6,4,9,1,d_628,0,0,0,0,0,0,0,41,16,291,False,False,False,False,False,False,1350432000,False
628,2012-10-18,11238,4,5,9,1,d_629,0,0,0,0,0,0,0,41,17,292,False,False,False,False,False,False,1350518400,False
629,2012-10-19,11238,0,6,9,1,d_630,0,0,0,0,0,0,0,41,18,293,False,False,False,False,False,False,1350604800,False
630,2012-10-20,11239,2,0,9,1,d_631,0,0,0,0,0,0,0,41,19,294,False,False,False,False,False,False,1350691200,False
631,2012-10-21,11239,3,1,9,1,d_632,0,0,0,0,0,0,0,41,20,295,False,False,False,False,False,False,1350777600,False
632,2012-10-22,11239,1,2,9,1,d_633,0,0,0,0,0,0,0,42,21,296,False,False,False,False,False,False,1350864000,False
633,2012-10-23,11239,5,3,9,1,d_634,0,0,0,0,0,0,0,42,22,297,False,False,False,False,False,False,1350950400,False
634,2012-10-24,11239,6,4,9,1,d_635,0,0,0,0,0,0,0,42,23,298,False,False,False,False,False,False,1351036800,False
635,2012-10-25,11239,4,5,9,1,d_636,0,0,0,0,0,0,0,42,24,299,False,False,False,False,False,False,1351123200,False
636,2012-10-26,11239,0,6,9,1,d_637,7,3,0,0,0,0,0,42,25,300,False,False,False,False,False,False,1351209600,False
637,2012-10-27,11240,2,0,9,1,d_638,0,0,0,0,0,0,0,42,26,301,False,False,False,False,False,False,1351296000,False
638,2012-10-28,11240,3,1,9,1,d_639,0,0,0,0,0,0,0,42,27,302,False,False,False,False,False,False,1351382400,False
639,2012-10-29,11240,1,2,9,1,d_640,0,0,0,0,0,0,0,43,28,303,False,False,False,False,False,False,1351468800,False
640,2012-10-30,11240,5,3,9,1,d_641,0,0,0,0,0,0,0,43,29,304,False,False,False,False,False,False,1351555200,False
641,2012-10-31,11240,6,4,9,1,d_642,9,1,0,0,0,0,0,43,30,305,True,False,False,False,False,False,1351641600,False
